	language	image_url	caption_reference_description	page_title	section_title
2943	es	https://upload.wikimedia.org/wikipedia/commons/1/14/Ecija_-_Real_Monasterio_de_Santa_Ines_del_Valle_%28MM_Clarisas%29_3.jpg	Retablo de Santa Inés, imagen del s-XVIII.	Real Monasterio de Santa Inés del Valle (Écija)	Descripción
2944	es	https://upload.wikimedia.org/wikipedia/commons/b/bb/Momotaro_arena%2C_September%2C_2010.JPG	Momotaro Arena, sede del grupo B en la 3ª ronda. Okayama, Japón.	Copa Mundial de Voleibol Femenino de 2011	Grupo A: Hokkaido Prefectural Sports Center, Sapporo
2945	es	https://upload.wikimedia.org/wikipedia/commons/2/22/Augusto_Boal.jpg	Augusto Boal	Premio Príncipe Claus	2007
2946	es	http://upload.wikimedia.org/wikipedia/commons/5/58/San_Nicolas_Marcona.jpg	Puerto de San Nicolás (Marcona), futuro megapuerto del Pacífico Sudamericano.	Provincia de Nazca	Transporte
2947	es	https://upload.wikimedia.org/wikipedia/commons/4/42/Anders_Zorn-The_Widow.jpg	Ejemplo de lo que puede ser un luto con la «pena negra».	La niña de luto	El luto
2948	es	https://upload.wikimedia.org/wikipedia/commons/3/3c/Haliaeetus_leucocephalus2.jpg	Entrando al nido	Haliaeetus leucocephalus	Reproducción
2949	es	https://upload.wikimedia.org/wikipedia/commons/6/6c/Mandragora_dibujo.jpg	Mandrágoras.	Mandragora autumnalis	Cultura
2950	es	https://upload.wikimedia.org/wikipedia/commons/4/44/Vue_a%C3%A9rienne_du_domaine_de_Versailles_par_ToucanWings_-_Creative_Commons_By_Sa_3.0_-_125.jpg	Vista aérea del Jardín francés del Pequeño Trianón, con el Pabellón francés ubicado en el centro. El norte se sitúa a la izquierda de la fotografía.	Pabellón francés	Construcción
2951	es	https://upload.wikimedia.org/wikipedia/commons/e/e1/Monumento_bolibar.jpg	Monumento a Simón Bolívar en el poblado de Bolívar, tierra de los antepasados del Libertador.	Vasco	Geografía y distribución
2952	es	https://upload.wikimedia.org/wikipedia/commons/f/ff/Saint_Hermenegild_in_Prision_by_Goya.jpg	Hermenegildo en prisión. Cuadro de Goya (1810).	Rebelión de Hermenegildo	La respuesta de Leovigildo y el fin de la rebelión
2953	es	https://upload.wikimedia.org/wikipedia/commons/8/8a/Capitular_Juan_de_Borgo%C3%B1a_03.JPG	Murales de la Sala Capitular de la Catedral de Toledo: La presentación de la Virgen en el Templo y la Anunciación, 1508-1511.	Juan de Borgoña	Pinturas murales de la Sala Capitular
2954	es	https://upload.wikimedia.org/wikipedia/commons/f/fb/Mercadillo_Pe%C3%B1aranda_de_Bracamonte.JPG	El Mercadillo de Peñaranda de Bracamonte, con origen en 1375, ha venido siendo desde su existencia pilar fundamental en la vida de la ciudad.	Peñaranda de Bracamonte	Orígenes (siglos X-XV)
2955	es	https://upload.wikimedia.org/wikipedia/commons/4/4a/Valent%C3%ADn_Lamas_Carvajal.jpg	Valentín Lamas Carvajal fundó el primero semanario en gallego.	Literatura gallega del Rexurdimento	La prosa y el teatro del Rexurdimento
2956	es	https://upload.wikimedia.org/wikipedia/commons/a/a3/Botijo_por_debajo.jpg	Bombardier 415 aterrizando en la Base Aérea de Torrejón de Ardoz.	Unidad Militar de Emergencias	Aviones
2957	es	https://upload.wikimedia.org/wikipedia/commons/c/c4/Annandale_Waterfalls.jpg	Cataratas Annadale	Geografía de Granada (país)	Clima
2958	es	https://upload.wikimedia.org/wikipedia/commons/f/f4/Idol_inside_miniature_shrine%2C_Shore_Temple.jpg	Santuario en miniatura dedicado a Shiva.	Templo de la Orilla	Arquitectura
2959	es	https://upload.wikimedia.org/wikipedia/commons/d/d1/Jun%C3%ADn_Eva_002.jpg	Casa ubicada en Roque Vázquez 86, en Junín, donde vivió Eva Duarte a principios de los años 1930.	Eva Perón	La infancia en Los Toldos
2960	es	https://upload.wikimedia.org/wikipedia/commons/4/42/Torre_del_Infantado%2C_Potes.jpg	Torre del Infantado, Potes.	Camino Lebaniego Madrileño	Tramo Valle de  Liébana
2961	es	https://upload.wikimedia.org/wikipedia/commons/e/e5/Brisbane_skyline_bluesky.jpg	Brisbane la capital y más populosa ciudad de Queensland	Queensland	Clima
2962	es	https://upload.wikimedia.org/wikipedia/commons/d/d1/Chapel_of_the_Snows_at_McMurdo_Station.jpg	Capilla de las Nieves, incendiada en 1978 y luego reconstruida.	Base McMurdo	Instalaciones
2963	es	https://upload.wikimedia.org/wikipedia/commons/d/d2/Chico-SantaFe.jpg	Sede de los partidos como local del Boyacá Chicó.	Boyacá Chicó	Estadio
2964	es	https://upload.wikimedia.org/wikipedia/commons/a/a7/SantaMarinaBardauri02.jpg	Visión frontal de la espadaña de Santa Marina	Bardauri	Monumentos
2965	es	https://upload.wikimedia.org/wikipedia/commons/8/8c/MissTeenUSATitles.png	Estados ganadores de Miss USA	Miss Teen USA	Ganadoras del Miss Teen USA
2966	es	https://upload.wikimedia.org/wikipedia/commons/7/7e/F%C3%ADbula_celt%C3%ADbera_de_Lancia_%28M.A.N._22925%29_02.jpg	Fíbula procedente de la ciudad romana de Lancia (zona de los astures), datable en el siglo III o II a. C. Representa un jinete cuyo caballo porta la cabeza de un enemigo vencido.	Historia antigua de la península ibérica	Íberos y celtas
2967	es	https://upload.wikimedia.org/wikipedia/commons/1/1c/Neanderthal_DNA_Comparison_%28SharedDNA%29_T1a.png	Comparación de ADN de Neanderthales (SharedDNA)	Extinción del neandertal	Ventajas de los humanos modernos en la caza de animales de clima tibio
2968	es	https://upload.wikimedia.org/wikipedia/commons/4/4d/Australian_F-111s.jpg	Interdictores F-111 de la Real Fuerza Aérea Australiana.	Avión de caza	Caza interdictor
2969	es	https://upload.wikimedia.org/wikipedia/commons/a/a6/Robert-millikan2.jpg	Robert Millikan en 1891.	Experimento de Millikan	Fundamento
2970	es	https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikimania_by_Rehman_-_Wikimania_Takes_Lake_Como_%2827%29.jpg	Estadio Giuseppe Sinigaglia.	Como 1907	Estadio
2971	es	https://upload.wikimedia.org/wikipedia/commons/d/d4/Museo_Malvinas_e_Islas_del_Atl%C3%A1ntico_Sur_%2815993100845%29.jpg	El Cessna de Fitzgerald en el Museo Malvinas.	Miguel Fitzgerald	Últimos años y homenajes
2972	es	https://upload.wikimedia.org/wikipedia/commons/c/cf/Application_field_automotive.jpg	Robots industriales	Máquina (tecnología)	Mecanización y Automatización
2973	es	https://upload.wikimedia.org/wikipedia/commons/d/d8/Copper_sulfate.jpg	Cristales de sulfato de cobre (II). Estos cristales tienen una estructura cristalina triclínica.	Geología	Cristalografía
2974	es	https://upload.wikimedia.org/wikipedia/commons/2/25/1913_Pla%C3%A7a_Sport_BRCIMG3664.JPG	"Plaza de toros ""el Sport"", posteriormente modificada y renombrada como ""Monumental"", obra de Manuel J. Raspall 1914 (desaparecida)."	Plaza de toros Monumental de Barcelona	Historia
2975	es	http://upload.wikimedia.org/wikipedia/commons/f/f9/King_David_Aghmashenebeli.jpg	El rey David el Constructor, monasterio de Shio-Mghvime	Historia de Georgia	El rey David IV el Constructor y la reconquista georgiana
2976	es	https://upload.wikimedia.org/wikipedia/commons/b/b3/Mixotoxodon_skull_reconstruction.jpg	Reconstrucción hipotética del cráneo de M. larensis, basado en diferentes especímenes.	Mixotoxodon	Descripción
2977	es	https://upload.wikimedia.org/wikipedia/commons/4/4c/NoForkHumboldt.jpg	Ramal Norte del río Humboldt	Río Humboldt	Geografía
2978	es	https://upload.wikimedia.org/wikipedia/commons/b/be/Achilles-01.jpg	Moneda de Aquiles, siglo IV a. C. proveniente de Larisa (inscripción ΛΑΡΙ)	Aquiles	Troilo
2979	es	https://upload.wikimedia.org/wikipedia/commons/d/d4/Ernest_Pohl_Stadium_-_Zabrze_2.jpg	Estadio Ernest Pohl.	Górnik Zabrze	Estadio
2980	es	http://upload.wikimedia.org/wikipedia/commons/1/12/10_Story_about_a_boy_falling_in_a_barrel_of_honey.JPG	Una diapositiva producida con bordeado en masilla de papel	Linterna mágica	Diapositivas
2981	es	https://upload.wikimedia.org/wikipedia/commons/f/f9/Benito_Perez_Galdos_Hilarion_Eslava_7_DSC00074.JPG	Placa dedicada a Galdós en el lugar donde estuvo su última casa, en la calle Hilarión Eslava.	Madrid galdosiano	Galdós, vecino madrileño
2982	es	https://upload.wikimedia.org/wikipedia/commons/0/07/IglesiaAcahay.jpg	Templo Parroquial de Acahay	Acahay	Instituciones Religiosas
2983	es	https://upload.wikimedia.org/wikipedia/commons/5/52/Casa_del_Pilar_de_Esquina_03.JPG	Entorno actual	Casa del Pilar de Esquina (Recoleta)	Entorno
2984	es	https://upload.wikimedia.org/wikipedia/commons/a/ab/Casco_antiguo_Beg%C3%ADjar.jpg	Panorámica del Casco Antiguo	Begíjar	Patrimonio
2985	es	https://upload.wikimedia.org/wikipedia/commons/a/a3/Battle_of_Saipan_map.jpg	Mapa de la Batalla de Saipán.	Historia de las Islas Marianas del Norte	Adquisición estadounidense
2986	es	https://upload.wikimedia.org/wikipedia/commons/e/e0/AR15_A3_Tactical_Carbine_pic1.jpg	Carabina táctica AR-15 A3	Guerra contra el narcotráfico en México	Contrabando de armas
2987	es	https://upload.wikimedia.org/wikipedia/commons/7/78/1909-02-12%2C_El_Cuento_Semanal%2C_Lo_irreparable%2C_de_Felipe_Trigo%2C_Tovar.jpg	Lo irreparable, nº 111 de El Cuento Semanal (12 de febrero de 1909). Portada por Tovar.	Felipe Trigo	Obra
2988	es	https://upload.wikimedia.org/wikipedia/commons/d/dc/Ben_Jacobs%27_Broken_Glasses.jpg	Exposición del periodista de The Guardian Ben Jacobs sobre el asalto de Greg Gianforte en la víspera de las elecciones en The Newseum, un museo de los medios de comunicación en Washington, DC (ahora cerrado).	Greg Gianforte	Asalto a periodista en víspera de las elecciones
2989	es	https://upload.wikimedia.org/wikipedia/commons/b/b1/Alanya1_2010.jpg	Vista de Alanya Torre Roja y el Puerto	Alanya	Historia
2990	es	https://upload.wikimedia.org/wikipedia/commons/5/5f/Falco_naumanni_2011-07-10_La_Ca%C3%B1ada.jpg	Cernícalo primilla, protegido por ZEPA en la igl. de Saucedilla	Embalse de Arrocampo	Parque ornitológico de Arrocampo (Saucedilla)
2991	es	https://upload.wikimedia.org/wikipedia/commons/c/c6/Buys-Ballot.jpg	Fotografía de la misión Clementine (1994)	Buys-Ballot (cráter)	Cráteres satélite
2992	es	https://upload.wikimedia.org/wikipedia/commons/0/03/Ricardo_Balb%C3%ADn_y_Arturo_Frondizi_1946.jpg	Balbín y Frondizi: la renovación del liderazgo radical.	Unión Cívica Radical	Los intransigentes asumen la conducción
2993	es	https://upload.wikimedia.org/wikipedia/commons/0/0d/Pourbus%2C_Frans_II_-_Marguerite_of_Savoy_-_Hermitage.jpg	Margarita de Saboya, duquesa de Mantua y Montferrato, virreina de Portugal, en un retrato de Frans Pourbus (1569-1622).	Guerra de Restauración portuguesa	Primeras revueltas
2994	es	https://upload.wikimedia.org/wikipedia/commons/a/a8/Dewey_the_Robot.JPG	Réplica del robot Dewey en el  Robot Hall of Fame, en Pittsburgh.	Naves misteriosas	Argumento
2995	es	http://upload.wikimedia.org/wikipedia/commons/5/51/Iglesia_de_San_Juan_de_Dios-Altar-Medellin.JPG	Altar Mayor	Iglesia de San Juan de Dios (Medellín)	Historia
2996	es	http://upload.wikimedia.org/wikipedia/commons/2/24/Fale_-_Spain_-_Cordoba_-_54.jpg	Vista del interior de la Mezquita-catedral de Córdoba, donde fue sepultado Juan Ponce de Cabrera.	Juan Ponce de Cabrera	Proceso y ejecución de Juan Ponce de Cabrera (1327-1328)
2997	es	https://upload.wikimedia.org/wikipedia/commons/0/01/BasaltColumns_PortoSanto.JPG	Una formación de columnas de mugearita en la región costera.	Porto Santo	Geografía
2998	es	https://upload.wikimedia.org/wikipedia/commons/a/ad/Babakotia_radofilai.jpg	Babakotia radofilai, una de las especies de lémures gigantes extintos que se describen en el capítulo titulado «The Extinct Lemurs».	Lemurs of Madagascar	Críticas
2999	es	https://upload.wikimedia.org/wikipedia/commons/c/c8/RSC_0017.jpg	Denario de Sexto Pompeyo, donde aparece (reverso) Neptuno entre los hermanos Anfínomo y Anapio	Anfínomo y Anapio	Mito
3000	es	https://upload.wikimedia.org/wikipedia/commons/4/46/Qwerty_esp.svg	Teclado QWERTY de 105 teclas, con distribución español de España y Guinea Ecuatorial.	Teclado (informática)	Distribución del teclado
3001	es	https://upload.wikimedia.org/wikipedia/commons/8/86/Brygge_Norway_2005-08-18.jpg	Vista panorámica del Bryggen	Bergen	Paisaje urbano
3002	es	https://upload.wikimedia.org/wikipedia/commons/4/4a/Coronation_of_Queen_Elizabeth_II_-_Couronnement_de_la_Reine_Elizabeth_II_%287195940764%29.jpg	"Isabel y la familia real en el balcón central del Palacio de Buckingham.
Londres, 2 de junio, 1953."	Coronación de Isabel II del Reino Unido	Ceremonia
3003	es	https://upload.wikimedia.org/wikipedia/commons/f/f2/Bolivia_Altiplano_2004.jpg	Viuda de las minas, Potosí 2004 (foto: Manuel Rivera-Ortiz).	Potosí	Leyendas fundacionales
3004	es	https://upload.wikimedia.org/wikipedia/commons/1/17/Desde_la_cima_del_Yelmo.jpg	Vista panorámica desde la cima de El Yelmo.	El Yelmo	Vías de escalada
3005	es	https://upload.wikimedia.org/wikipedia/commons/8/85/Fito_P%C3%A1ez.jpg	Fito Páez	Festival de las almas	Historia
3006	es	https://upload.wikimedia.org/wikipedia/commons/3/34/Pleno_Extraordinario_en_la_Asamblea_de_Madrid_%2826668160737%29.jpg	Comparecencia extraordinaria el 4 de abril en la Asamblea de Madrid de Cifuentes, en la que enseña como acreditación de sus estudios de máster el recibo de la matrícula.	Cristina Cifuentes	Caso del máster, vídeo de las cremas y dimisión
3007	es	http://upload.wikimedia.org/wikipedia/commons/f/f1/Dama_d%27Elx.jpg	La Dama de Elche (Museo Arqueológico Nacional de Madrid). Desde su descubrimiento ha sido considerada la obra más importante del arte ibérico. Posiblemente su función era funeraria, al disponer de una cavidad posterior destinada para depositar las cenizas.	Protohistoria de la península ibérica	Íberos
3008	es	https://upload.wikimedia.org/wikipedia/commons/2/29/V%C3%A4steras.jpg	Panorama de Västerås desde el lago Mälaren	Västerås	Industria
3009	es	https://upload.wikimedia.org/wikipedia/commons/a/a7/Calcio_fiorentino_1688.jpg	Un campo de calcio florentino en la Plaza de la Basílica de Santa Cruz en Florencia (1688)	Historia del fútbol	Edad Media
3010	es	https://upload.wikimedia.org/wikipedia/commons/e/e2/Codex_Mendoza_folio_2r.jpg	Folio 2 del Códice Mendoza usado como escudo no oficial de la Ciudad de México.	Escudo de la Ciudad de México	Controversias
3011	es	https://upload.wikimedia.org/wikipedia/commons/1/17/Rama_and_Lakshmana_Meet_Sugriva_at_Matanga%E2%80%99s_Hermitage.jpg	Rama y Lakshmana se conocen Sugriva en la ermita de Matanga	Sugriva	Sugriva hace un pacto
3012	es	https://upload.wikimedia.org/wikipedia/commons/6/66/San_Juan_Evangelista%2C_de_El_Greco._%28Museo_Nacional_de_Escultura_de_Valladolid%29.JPG	San Juan Evangelista	Apostolado de San Feliz (El Greco)	Los apostolados realizados por El Greco y por su taller
3013	es	http://upload.wikimedia.org/wikipedia/commons/f/f0/ORF_Tirol_Logo.svg	ORF Tirol.	ORF 2	Emisoras regionales
3014	es	https://upload.wikimedia.org/wikipedia/commons/f/fc/Red_actual_de_ferrocarriles_de_Espa%C3%B1a.svg	Red de ferrocarriles en España (Málaga está al sur).	Transporte en Málaga	Calles
3015	es	https://upload.wikimedia.org/wikipedia/commons/8/8d/Eeuubelgica1930.JPG	Partido entre Estados Unidos y Bélgica, disputado en el Gran Parque Central por la Copa Mundial de Fútbol de 1930.	Estadio Gran Parque Central	Eventos deportivos
3016	es	https://upload.wikimedia.org/wikipedia/commons/3/3e/Pedropalus.jpg	Pedro Ribeiro Dantas y el perro Pallus de Tasgard, un Dogo brasileño.	Dogo brasileño	Desarrollo​
3017	es	https://upload.wikimedia.org/wikipedia/commons/f/fc/Carex_flava_-_Botanical_Garden_in_Kaisaniemi%2C_Helsinki_-_DSC03530.JPG	Vista de la planta	Carex flava	Hábitat y distribución
3018	es	https://upload.wikimedia.org/wikipedia/commons/e/e6/Bell_XV3_at_Nat_Museum_USAF.jpg	XV-3, 54-148, en exhibición en el Museo Nacional de la USAF (2012).	Bell XV-3	Supervivientes
3019	es	https://upload.wikimedia.org/wikipedia/commons/5/54/13542_Vista_del_Alc%C3%A1zar_Real_y_entorno_del_Puente_de_Segovia.jpg	Vista del Alcázar Real y entorno del Puente de Segovia, anónimo, c. 1670	Madrid	Conquista cristiana y establecimiento de la capitalidad
3020	es	https://upload.wikimedia.org/wikipedia/commons/d/dc/Gray803.png	Divisiones posteriores de los nervios sacros.	Nervios sacros	Ramas
3021	es	https://upload.wikimedia.org/wikipedia/commons/8/81/Cerramiento_veton.jpg	Portera celta	Gargantilla	Historia
3022	es	https://upload.wikimedia.org/wikipedia/commons/d/d5/Skynet-5_satellite.jpg	Representación de un satélite Skynet 5.	Skynet (satélites)	Skynet 5
3023	es	https://upload.wikimedia.org/wikipedia/commons/2/2a/Bilbao_San_Mam%C3%A9s_Stadium_4.jpg	San Mamés de noche visto desde la ría de Bilbao.	Estadio de San Mamés	Instalaciones
3024	es	https://upload.wikimedia.org/wikipedia/commons/6/69/Diane_Schuur_%40_Cabot_Performing_Arts_Center_DSC_3063_edit_%2818386355045%29.jpg	Diane Schuur @ Cabot Performing Arts Center DSC 3063 edit (18386355045)	Discografía de Stan Getz	Como músico de sesión
3025	es	https://upload.wikimedia.org/wikipedia/commons/4/4b/Thomas_M%C3%BCller_2013.jpg	Müller jugando con el Bayern de Múnich en 2013.	Thomas Müller	Temporada 2012-13
3026	es	https://upload.wikimedia.org/wikipedia/commons/e/e3/Natalidad-Mortalidad_Le%C3%B3n_%28Espa%C3%B1a%29.jpg	Evolución de la natalidad y mortalidad en León en el periodo 1996-2007.	León (España)	Demografía
3027	es	https://upload.wikimedia.org/wikipedia/commons/e/ea/Retiro-Buenos_Aires_map.png	El Barrio de Retiro dentro de la Ciudad de Buenos Aires.	Villa 31	Actualidad
3028	es	https://upload.wikimedia.org/wikipedia/commons/5/51/Grave_of_Johann_Sebastian_Bach_and_altar_Leipzig.JPG	Tumba de Johann Sebastian Bach y altar de la iglesia de Santo Tomás.	Johann Sebastian Bach	Fallecimiento (1750)
3029	es	https://upload.wikimedia.org/wikipedia/commons/6/64/Ancient_Mieza%2C_Macedonian_tombs_of_Lefkadia%2C_The_Tomb_of_Jugdement_926eb424be6db3e06917e5c03ffdfaaa.jpg	Pintura que representa un soldado que lleva el linotórax, procedente de la Tumba del juicio de Mieza en Emacia, del siglo IV o III a. C.	Expansión de Macedonia bajo Filipo II	La reconstrucción del ejército
3030	es	https://upload.wikimedia.org/wikipedia/commons/5/5b/Cannibalism_in_the_New_World%2C_from_Vespucci.jpg	Ilustración de canibalismo en la edición de Mundus Novus impresa en alemán en Augsburgo en 1505.	Américo Vespucio	Mundus Novus
3031	es	https://upload.wikimedia.org/wikipedia/commons/0/00/Rankine_cycle_layout.png	Proceso del cilo de Rankine.	Motor térmico	Ciclo de Rankine
3032	es	https://upload.wikimedia.org/wikipedia/commons/7/7f/Alhazen-barrow.svg	Curva de Barrow para un espejo círcular y los puntos A y B. Aquí, los puntos son interiores. La curva cruza el círculo en 4 puntos, todos los cuales permiten la reflexión desde A hasta B (solo se ha dibujado una de las reflexiones)	Problema de Alhacén	Construcciones geométricas
3033	es	https://upload.wikimedia.org/wikipedia/commons/4/4c/01_Museo_Valladolid_Botica_jesuitas_Ni.jpg	Botamen de la botica de los jesuitas conservado en el museo de Valladolid	Archivos del Hospital de la Resurrección	Hospital de la Resurrección
